1220.0,0.0
11470.0,10.0
13630.0,20.0
26010.0,30.0
36650.0,40.0
16740.0,50.0
33350.0,60.0
23840.0,70.0
23000.0,80.0
19820.0,90.0
18150.0,100.0
14150.0,110.0
17560.0,120.0
21860.0,130.0
17260.0,140.0
22300.0,150.0
26480.0,160.0
16750.0,170.0
37120.0,180.0
18260.0,190.0
25940.0,200.0
19340.0,210.0
22780.0,220.0
13690.0,230.0
25720.0,240.0
25010.0,250.0
22590.0,260.0
27700.0,270.0
21590.0,280.0
27990.0,290.0
27500.0,300.0
19850.0,310.0
19810.0,320.0
17890.0,330.0
20450.0,340.0
16940.0,350.0
17770.0,360.0
23130.0,370.0
18760.0,380.0
26580.0,390.0
14250.0,400.0
19550.0,410.0
17050.0,420.0
25890.0,430.0
14860.0,440.0
16440.0,450.0
17750.0,460.0
30320.0,470.0
13160.0,480.0
19220.0,490.0
20100.0,500.0
21170.0,510.0
12720.0,520.0
20120.0,530.0
16900.0,540.0
19200.0,550.0
16450.0,560.0
24630.0,570.0
25350.0,580.0
23400.0,590.0
18760.0,600.0
23560.0,610.0
22040.0,620.0
17380.0,630.0
23220.0,640.0
23790.0,650.0
23180.0,660.0
22420.0,670.0
33710.0,680.0
19470.0,690.0
10860.0,700.0
19060.0,710.0
26420.0,720.0
23550.0,730.0
30510.0,740.0
18840.0,750.0
15260.0,760.0
18700.0,770.0
30900.0,780.0
23140.0,790.0
17650.0,800.0
18420.0,810.0
19290.0,820.0
21670.0,830.0
22870.0,840.0
22700.0,850.0
21140.0,860.0
15650.0,870.0
26050.0,880.0
22940.0,890.0
14510.0,900.0
19270.0,910.0
22540.0,920.0
13670.0,930.0
23170.0,940.0
24970.0,950.0
10260.0,960.0
11740.0,970.0
22680.0,980.0
19600.0,990.0
21820.0,1000.0
17440.0,1010.0
17540.0,1020.0
22580.0,1030.0
11120.0,1040.0
22130.0,1050.0
21670.0,1060.0
18720.0,1070.0
23260.0,1080.0
18150.0,1090.0
11970.0,1100.0
24300.0,1110.0
22400.0,1120.0
31920.0,1130.0
19050.0,1140.0
28470.0,1150.0
24130.0,1160.0
27670.0,1170.0
23030.0,1180.0
15550.0,1190.0
23440.0,1200.0
12110.0,1210.0
29340.0,1220.0
15840.0,1230.0
12330.0,1240.0
22570.0,1250.0
14840.0,1260.0
15080.0,1270.0
15170.0,1280.0
27150.0,1290.0
20540.0,1300.0
10550.0,1310.0
18080.0,1320.0
9600.0,1330.0
29580.0,1340.0
23300.0,1350.0
21010.0,1360.0
17930.0,1370.0
20720.0,1380.0
19120.0,1390.0
21810.0,1400.0
18240.0,1410.0
15190.0,1420.0
19610.0,1430.0
17390.0,1440.0
16090.0,1450.0
27020.0,1460.0
19650.0,1470.0
22990.0,1480.0
19010.0,1490.0
21820.0,1500.0
20840.0,1510.0
28340.0,1520.0
15860.0,1530.0
7270.0,1540.0
22630.0,1550.0
23070.0,1560.0
21350.0,1570.0
23160.0,1580.0
12830.0,1590.0
14010.0,1600.0
13510.0,1610.0
26470.0,1620.0
27620.0,1630.0
14140.0,1640.0
32870.0,1650.0
13400.0,1660.0
13770.0,1670.0
24590.0,1680.0
23170.0,1690.0
19810.0,1700.0
18530.0,1710.0
19600.0,1720.0
20690.0,1730.0
22110.0,1740.0
22920.0,1750.0
19540.0,1760.0
16200.0,1770.0
19370.0,1780.0
15150.0,1790.0
