4890.0,0.0
20790.0,10.0
22130.0,20.0
24700.0,30.0
30830.0,40.0
28560.0,50.0
16110.0,60.0
15690.0,70.0
25180.0,80.0
26690.0,90.0
15010.0,100.0
22070.0,110.0
33970.0,120.0
10950.0,130.0
23550.0,140.0
28170.0,150.0
19740.0,160.0
13780.0,170.0
28610.0,180.0
17020.0,190.0
29450.0,200.0
19920.0,210.0
8530.0,220.0
22830.0,230.0
19940.0,240.0
28550.0,250.0
28130.0,260.0
14750.0,270.0
23420.0,280.0
14710.0,290.0
24030.0,300.0
20680.0,310.0
23370.0,320.0
17900.0,330.0
30900.0,340.0
21250.0,350.0
26720.0,360.0
13700.0,370.0
21410.0,380.0
20800.0,390.0
10160.0,400.0
15520.0,410.0
31420.0,420.0
25480.0,430.0
32060.0,440.0
15040.0,450.0
16060.0,460.0
20040.0,470.0
23450.0,480.0
15470.0,490.0
18140.0,500.0
21280.0,510.0
14310.0,520.0
27930.0,530.0
18480.0,540.0
25320.0,550.0
33110.0,560.0
25530.0,570.0
19100.0,580.0
17240.0,590.0
29860.0,600.0
19370.0,610.0
21070.0,620.0
10180.0,630.0
17180.0,640.0
22270.0,650.0
20410.0,660.0
14040.0,670.0
19830.0,680.0
15520.0,690.0
24910.0,700.0
13440.0,710.0
16770.0,720.0
17910.0,730.0
25220.0,740.0
18710.0,750.0
21030.0,760.0
14790.0,770.0
26830.0,780.0
18930.0,790.0
22150.0,800.0
9770.0,810.0
23950.0,820.0
22020.0,830.0
13320.0,840.0
16920.0,850.0
19230.0,860.0
28490.0,870.0
24950.0,880.0
24750.0,890.0
21860.0,900.0
20310.0,910.0
11970.0,920.0
17490.0,930.0
15180.0,940.0
16200.0,950.0
31800.0,960.0
17430.0,970.0
23860.0,980.0
14590.0,990.0
13950.0,1000.0
17610.0,1010.0
14740.0,1020.0
22140.0,1030.0
21160.0,1040.0
13680.0,1050.0
11980.0,1060.0
20010.0,1070.0
10700.0,1080.0
25660.0,1090.0
13750.0,1100.0
13320.0,1110.0
21090.0,1120.0
16760.0,1130.0
17510.0,1140.0
15160.0,1150.0
10320.0,1160.0
9300.0,1170.0
21860.0,1180.0
18430.0,1190.0
22070.0,1200.0
16880.0,1210.0
14430.0,1220.0
7170.0,1230.0
13230.0,1240.0
13010.0,1250.0
24690.0,1260.0
14670.0,1270.0
15950.0,1280.0
16860.0,1290.0
18490.0,1300.0
15670.0,1310.0
19180.0,1320.0
17510.0,1330.0
9670.0,1340.0
13380.0,1350.0
19570.0,1360.0
19800.0,1370.0
8020.0,1380.0
16170.0,1390.0
10520.0,1400.0
8720.0,1410.0
16350.0,1420.0
9240.0,1430.0
27920.0,1440.0
12010.0,1450.0
25270.0,1460.0
11500.0,1470.0
19380.0,1480.0
15670.0,1490.0
17920.0,1500.0
14240.0,1510.0
10490.0,1520.0
12440.0,1530.0
18690.0,1540.0
17830.0,1550.0
9370.0,1560.0
11430.0,1570.0
12600.0,1580.0
6740.0,1590.0
11370.0,1600.0
15050.0,1610.0
6810.0,1620.0
13160.0,1630.0
14760.0,1640.0
22300.0,1650.0
19460.0,1660.0
10260.0,1670.0
12670.0,1680.0
10870.0,1690.0
9660.0,1700.0
7910.0,1710.0
9660.0,1720.0
15010.0,1730.0
13570.0,1740.0
18770.0,1750.0
14210.0,1760.0
13270.0,1770.0
19170.0,1780.0
16880.0,1790.0
10210.0,1800.0
19550.0,1810.0
18120.0,1820.0
10830.0,1830.0
12620.0,1840.0
10270.0,1850.0
15840.0,1860.0
14500.0,1870.0
12010.0,1880.0
13220.0,1890.0
11280.0,1900.0
14710.0,1910.0
11270.0,1920.0
16920.0,1930.0
11840.0,1940.0
17680.0,1950.0
11240.0,1960.0
7520.0,1970.0
